MSSV,Ho,Ten,Diem
19302459,Albertina,Ivens,7.5
19302460,Melanie,Sherfield,3.1
19302461,Jordan,Lucienne,3
19302462,Noelle,Tjon,3.2
19302463,Leeanne,Neils,1.2
19302464,Rozele,Neils,1.3
19302465,Sabina,Dahlia,1.1
19302466,Jillayne,Grimbly,6.2
19302467,Gerrie,Alexandr,3
19302468,Penelopa,Lasley,2.9
19302469,Nickie,Aloise,3
19302470,Kylynn,Stilwell,9.7
19302471,Ninnetta,Bronk,9.9
19302472,Laurene,Rhu,2.5
19302473,Frances,Dosia,2
19302474,Cyndie,Markman,2.2
19302475,Sabina,Means,8.2
19302476,Vinita,Pascia,9.3
19302477,Lelah,Rustice,9.2
19302478,Nicoli,Modie,2.7
19302479,Dorothy,Astra,5
19302480,Camile,Sallyann,4.6
19302481,Alex,Eben,9.2
19302482,Carree,Yorick,9.3
19302483,Imojean,Berriman,6.9
19302484,Nickie,Abbot,8.3
19302485,Gisela,Franza,5.8
19302486,Tatiania,Roche,9.4
19302487,Jsandye,Lucienne,7.3
19302488,Cacilie,Solitta,5.3
19302489,Marleah,Meter,5.6
19302490,Cordi,Jehu,9.1
19302491,Gloria,Baudin,10
19302492,Modestia,Stoller,4.1
19302493,Beverley,Turne,2.5
19302494,Nita,Vastah,1.1
19302495,Arlena,Chauncey,2.7
19302496,Kate,Jehu,9.1
19302497,Delilah,Alwin,9.2
19302498,Cam,Whittaker,4.1
19302499,Annice,Sasnett,5.3
19302500,Codie,Clie,8.2
19302501,Cindelyn,Fairweather,3.7
19302502,Winny,Bebe,4.4
19302503,Dode,Yuille,8.4
19302504,Susan,Lacombe,9.6
19302505,Charissa,Vale,3.1
19302506,Leontine,Howlyn,2.8
19302507,Caritta,Suzetta,4.2
19302508,Madeleine,Ferrell,5.5
19302509,Leia,Iaverne,4.2
19302510,Gwyneth,Christine,1.5
19302511,Gaylene,Markman,4.8
19302512,Mellicent,Eno,1.9
19302513,Stephanie,Faust,3.3
19302514,Konstance,Frodi,3.7
19302515,Liana,Soneson,3.3
19302516,Charmaine,Myrilla,6.9
19302517,Leeanne,Timon,6.4
19302518,Vonny,Eiser,1.1
19302519,Lyssa,Lytton,6.8
19302520,Fina,Marcellus,1.6
19302521,Briney,Sherfield,9.5
19302522,Alisha,Uird,7.3
19302523,Albertina,Morehouse,6.4
19302524,Larine,Allys,9.9
19302525,Misha,Henebry,4.1
19302526,Carmela,Grimbly,2.3
19302527,Zsa Zsa,Kristi,9.3
19302528,Selia,Ioab,7.6
19302529,Liana,Nadia,9.6
19302530,Alejandra,Mullane,9.4
19302531,Sybille,Jaylene,6.3
19302532,Stacey,Gordon,7.9
19302533,Gratia,Lemuela,5.2
19302534,Gerrie,Ventre,9.5
19302535,Sam,Carri,2.2
19302536,Jerry,Robertson,4.7
19302537,Phylis,Stover,7.2
19302538,Glenda,Glovsky,9.7
19302539,Mahalia,Screens,9.5
19302540,Agathe,Pauly,9.2
19302541,Cecile,Rolf,9
19302542,Edith,Tamar,6.3
19302543,Etta,Egbert,6.5
19302544,Ricky,Felizio,2.3
19302545,Rochette,Flita,5.3
19302546,Talya,Lacombe,5
19302547,Tera,Maroney,5.7
19302548,Susan,Medrek,9.3
19302549,Catharine,LaRue,9.1
19302550,Tatiania,Rubie,5.5
19302551,Eolanda,Lipson,9.2
19302552,Rosanne,Tound,6.4
19302553,Wendi,Ax,8.6
19302554,Oona,Eldrid,1.4
19302555,Mamie,Mozelle,6.2
19302556,Deirdre,Zola,6.9
19302557,Evaleen,Thad,9.3
19302558,Jean,Gaulin,4
19302559,Dorene,Zaslow,9.6
19302560,Estell,McClimans,9.7
19302561,Celisse,McClimans,3.4
19302562,Kittie,Parsaye,9.8
19302563,Leontine,Ioab,6.3
19302564,Gui,Junie,2.2
19302565,Mildrid,Han,7.4
19302566,Kirbee,Dudley,2.8
19302567,Meghann,Wandie,1.6
19302568,Corina,Couture,7.9
19302569,Kary,Selway,2.7
19302570,Ayn,Leonard,7.1
19302571,Caryl,Israeli,3.8
19302572,Janis,Elisha,6.5
19302573,Lusa,Haymes,5.9
19302574,Oralee,Baptlsta,5.7
19302575,Olwen,Silvan,7.3
19302576,Melisent,Breed,9.4
19302577,Kittie,Gualtiero,2.8
19302578,Starla,Susannah,2.5
19302579,Celisse,Rheingold,2.2
19302580,Ann-Marie,Haerr,2.7
19302581,Jessy,Kathie,9.8
19302582,Fidelia,Braun,2.3
19302583,Collen,Iiette,3.9
19302584,Dione,Hylan,2.4
19302585,Margette,Brackely,8.9
19302586,Hayley,Soneson,9.5
19302587,Donetta,Sophronia,9.6
19302588,Constance,Dyche,1.7
19302589,Gerianna,Jammal,6
19302590,Dawn,Pacorro,8
19302591,Fred,Schlosser,1.7
19302592,Tressa,Behre,8.9
19302593,Hyacinthe,Stav,3.5
19302594,Trudie,Dermott,7.7
19302595,Mady,Gerge,2.9
19302596,Charissa,Anselmi,5.9
19302597,Alexine,Tristram,5.5
19302598,Debee,Hortensia,8.8
19302599,Paulita,Lenny,1.1
19302600,Flo,Leffen,9.8
19302601,Beatriz,Minetta,8.1
19302602,Helsa,Campball,8
19302603,Karina,Schenck,3.1
19302604,Jeanna,Beebe,7.6
19302605,Allyce,Natica,3.3
19302606,Augustine,Joli,1.3
19302607,Nessie,Cornelia,5.8
19302608,Evaleen,Elo,9.8
19302609,Raf,Graig,6.7
19302610,Julieta,Eben,1.6
19302611,Annice,Hollingsworth,5.6
19302612,Deloria,Tacye,8.4
19302613,Lita,Daegal,1.3
19302614,Bettine,Cutlerr,9.2
19302615,Regina,Erminia,3.7
19302616,Halette,Raimondo,7.9
19302617,Dennie,Merat,5.7
19302618,Roberta,McNully,7.1
19302619,Marguerite,Hortensia,8.3
19302620,Carol-Jean,Pandolfi,5.2
19302621,Binny,Zamora,4.8
19302622,Leia,Borrell,2.1
19302623,Leanna,Lilybelle,3.4
19302624,Daphne,Nadia,5.9
19302625,Tera,Grimbly,5.5
19302626,Sissy,Erb,9.9
19302627,Tori,Lia,9.6
19302628,Estell,Reneta,3
19302629,Hayley,Kinnard,4.6
19302630,Latisha,Brenn,8.4
19302631,Valli,Clara,1.9
19302632,Lauryn,Angelis,9.3
19302633,Jaime,Goldina,8.5
19302634,Charissa,Beniamino,5.6
19302635,Basia,Hurley,7.6
19302636,Camile,Gwenore,9.3
19302637,Pearline,Astra,2
19302638,Judy,Belldas,4.5
19302639,Lisette,Barrus,8.9
19302640,Cassondra,Pond,9.5
19302641,Dominga,Salchunas,4.7
19302642,Sonni,Berl,2
19302643,Mady,Zitvaa,2.5
19302644,Allyce,Imelida,4.2
19302645,Barbi,Leler,3.7
19302646,Carolina,Orelee,1.7
19302647,Norine,Zola,2.6
19302648,Jorry,Pettiford,3.6
19302649,June,Joni,3.1
19302650,Frank,Mitzi,3.7
19302651,Helena,Klemperer,1.5
19302652,Nollie,Colyer,8.7
19302653,Marcelline,Kendrick,2.9
19302654,Alie,Pelagias,4.7
19302655,Leeanne,Izaak,6
19302656,Bobinette,Friede,1.7
19302657,Viviene,Nikaniki,9.4
19302658,Rubie,Engdahl,9.1
19302659,Jobi,Sandye,9.6
19302660,Blake,Bobbee,2.4
19302661,Dotty,Krystle,1.3
19302662,Vanessa,Wind,8.2
19302663,Annora,Mott,4.2
19302664,Tatiania,Nester,6.1
19302665,Kate,Vins,2
19302666,Oona,Cleo,5.7
19302667,Misha,Dermott,9.9
19302668,Madelle,Gwenore,5.8
19302669,Jinny,Edee,1.1
19302670,Dennie,Alva,9.9
19302671,Esmeralda,Halsey,5.3
19302672,Patricia,Merat,2.9
19302673,Brandise,Pitt,5.5
19302674,Sonni,Lamoree,8.4
19302675,Modestia,Atcliffe,5.4
19302676,Nonnah,Katrine,2.2
19302677,Tomasina,Roarke,8.6
19302678,Starla,Nelsen,9.5
19302679,Basia,Pillsbury,5.9
19302680,Gwyneth,Raul,7.1
19302681,Dominga,Koehler,5.1
19302682,Lynde,Hieronymus,9.9
19302683,Jenda,Dielu,1.2
19302684,Sadie,Rugen,4.1
19302685,Brietta,Dunkin,9.2
19302686,Karly,Loring,9
19302687,Ginnie,Hillel,9.8
19302688,Linzy,Velick,7.7
19302689,Cordi,Dorcy,2.7
19302690,Yetty,Yam,1.5
19302691,Elyssa,Wildermuth,1.4
19302692,Brianna,Brunell,3.9
19302693,Trixi,Bury,7.5
19302694,Aili,Daniele,6.6
19302695,Lisette,Brunell,8.6
19302696,Maisey,Madaih,9.3
19302697,Kore,Roche,9.5
19302698,Paulita,Harriman,1.2
19302699,Nollie,Rosette,4.4
19302700,Catrina,Simmonds,1.8
19302701,Selma,Michella,2.6
19302702,Berta,Raffo,8.6
19302703,Aeriela,Abbot,2.8
19302704,Darci,Loring,9.2
19302705,Nicoli,Ummersen,1.6
19302706,Raf,Terencio,7.4
19302707,Ariela,Candy,9.3
19302708,Agnese,Isidore,5.8
19302709,Esmeralda,Gladstone,7.1
19302710,Jsandye,Chem,2.3
19302711,Lynde,O'Rourke,2.9
19302712,Patricia,Ramona,1.8
19302713,Lily,Orlene,6.3
19302714,Shel,Kiyoshi,5
19302715,Vanessa,Bivins,2.6
19302716,Leontine,My,5.3
19302717,Allyce,Dunkin,4
19302718,Joelly,Michella,8.8
19302719,Ariela,Sundin,2.8
19302720,Marcy,Voletta,8.5
19302721,Emilia,Virgin,3.1
19302722,Dotty,Cyrie,9.2
19302723,Vivia,Weinreb,8.9
19302724,Alyssa,Yam,4.8
19302725,Carolina,Tryck,9.7
19302726,Marcelline,Bahr,1
19302727,Kaia,Bryna,6.6
19302728,Gwenneth,Wadell,9.3
19302729,Wynne,Cath,9.8
19302730,Candi,Jobi,7.3
19302731,Janis,Mayeda,7.3
19302732,Luci,Reneta,4.6
19302733,Lesly,Goldina,6
19302734,Jennica,Idelia,9
19302735,Rosaline,Gwenore,6.5
19302736,Valera,Odell,4.7
19302737,Eadie,Lattie,9.7
19302738,Hollie,Seumas,6.7
19302739,Kamilah,Nicoline,2.8
19302740,Kylynn,Poppy,5.2
19302741,Lynnea,Quent,1.4
19302742,Aryn,Jarib,7.1
19302743,Jasmina,Wandie,9.7
19302744,Riannon,Levey,8.4
19302745,Ida,Gwenore,3.2
19302746,Suzette,Middleton,8.9
19302747,Cacilie,Dom,9.9
19302748,Livvyy,Winnick,2.2
19302749,Rosanne,Darbie,3.8
19302750,Blake,Kunin,7.1
19302751,Andree,Nester,7.9
19302752,Ekaterina,Weitman,8.2
19302753,Sharai,Obed,3.2
19302754,Zondra,Berriman,3.5
19302755,Myrtice,Keelia,2.2
19302756,Lynde,Leler,7.7
19302757,Tracey,Lowry,3
19302758,Cecile,Keelia,6.5
19302759,Molli,Infield,3.3
19302760,Beverley,Arathorn,1.4
19302761,Ileana,Cimbura,6
19302762,Diena,Hazlett,7.5
19302763,Estell,Charity,1.4
19302764,Vere,Edison,9.2
19302765,Lanna,Hertzfeld,1.5
19302766,Edyth,Lilybelle,7.9
19302767,Dacia,Amand,2
19302768,Chickie,Bollay,8.6
19302769,Xylina,Carolin,3.4
19302770,Sophia,Bultman,6.7
19302771,Ursulina,Gahl,3.6
19302772,Letizia,Nance,8.5
19302773,Elyssa,Krystle,8
19302774,Sharlene,Rocray,9.4
19302775,Ida,Hillel,4.3
19302776,Krystle,Margarete,5.9
19302777,Josephine,Ashely,4.6
19302778,Marylou,Amand,4.1
19302779,Kylynn,Lenny,4.1
19302780,Iseabal,Moina,9.6
19302781,Wendi,Brian,7.8
19302782,Beth,Marisa,7.1
19302783,Steffane,Stuart,3.3
19302784,Kathy,Maroney,3.3
19302785,Adele,Vale,4
19302786,Layla,Gabrielli,6.1
19302787,Gertrud,Libna,6.8
19302788,Emma,Vernier,3.3
19302789,Margalo,Autrey,2.3
19302790,Zondra,Edvard,8.5
19302791,Vinita,Nester,8.9
19302792,Lonnie,Talia,6.5
19302793,Kara-Lynn,Schlosser,5.8
19302794,Dulcinea,Tremayne,1.8
19302795,Patricia,Sallyann,1.5
19302796,Ada,Briney,3.1
19302797,Imojean,Oscar,7.7
19302798,Yolane,Ajay,4.3
19302799,Olwen,Raffo,9
19302800,Cecile,Westphal,8.5
19302801,Beth,Rugen,9.2
19302802,Gusty,Audly,4.8
19302803,Rebeca,Astra,9
19302804,Karina,Marsden,9.2
19302805,Leona,Lattie,8.9
19302806,Nicoli,Leopold,7.7
19302807,Daryl,Nance,3.7
19302808,Sidoney,Alrich,5.4
19302809,Lilith,Warthman,6.3
19302810,Leona,Salchunas,2.2
19302811,Ottilie,Milde,1.3
19302812,Natka,Bertold,6.7
19302813,Camile,Dosia,4.1
19302814,Heida,Bivins,9.9
19302815,Inga,Dorine,6.8
19302816,Debee,Wu,5.3
19302817,Leeanne,Timon,1.9
19302818,Collen,Katrine,4.9
19302819,Annecorinne,Miru,9.5
19302820,Carree,Elbertina,1.8
19302821,Lulita,Anselmi,8.2
19302822,Dotty,Clie,6.8
19302823,Rosaline,Faria,7
19302824,Charlena,Melan,6.3
19302825,Petronia,Marsden,5
19302826,Kerrin,Raseda,9.8
19302827,Courtnay,Brunell,5.5
19302828,Elie,Rubie,7.1
19302829,Millie,Elvyn,5.7
19302830,Marcy,Haymes,9.2
19302831,Sindee,Ursulette,1.1
19302832,Dari,Helve,5.2
19302833,Sharai,Nance,8.5
19302834,Donetta,Reidar,5.4
19302835,Christian,Burch,9
19302836,Magdalena,Guildroy,3.6
19302837,Dulce,Lewes,5.3
19302838,Joy,Ulphia,8.1
19302839,Viki,Arathorn,9.3
19302840,Christal,Allina,8.4
19302841,Hermione,Ricki,7.9
19302842,Brandise,Colp,8.5
19302843,Ethel,Tiffa,3.2
19302844,Feliza,Faria,2.2
19302845,Cassandra,Sasnett,9.8
19302846,Ardenia,Simmonds,1.6
19302847,Shaylyn,Lanita,3.1
19302848,Alyda,Camden,7
19302849,Kimmy,Sundin,8.2
19302850,Melanie,Adlare,9.1
19302851,Teriann,Sabella,2.5
19302852,Nicoli,Cloris,6.2
19302853,Olwen,Seessel,2.1
19302854,Dorice,Cynar,7.3
19302855,Helsa,Durware,9.1
19302856,Gertrud,Radu,3.1
19302857,Augustine,Gert,2.5
19302858,Morganica,Felecia,9.8
19302859,Aimil,Greenwald,4.8
19302860,Britte,Bettine,3.4
19302861,Corene,Merna,9.7
19302862,Oona,Curren,3.9
19302863,Suzette,Cristi,6.7
19302864,Roxane,Drisko,3.4
19302865,Elora,Jethro,3.6
19302866,Hildegaard,Burnside,9.2
19302867,Caritta,Pitt,3.9
19302868,Leona,Bollay,2.5
19302869,Netty,Felizio,8.3
19302870,Kalina,Goldina,4.9
19302871,Ekaterina,Larochelle,4.5
19302872,Tobe,Eiser,7.9
19302873,Raquela,Lilybelle,2.7
19302874,Beth,Rugen,3.4
19302875,Imojean,Leonard,2.1
19302876,Sandie,Oriana,10
19302877,Ottilie,Minetta,9
19302878,Elora,Oneida,5.1
19302879,Renie,Niccolo,9.8
19302880,Claudina,Ariella,9.6
19302881,Alyda,Lenny,6
19302882,Consuela,Georgy,3.8
19302883,Hollie,Alwin,8.3
19302884,Alie,Charity,2.1
19302885,Joy,Guthrie,4
19302886,Daune,Lareena,9.3
19302887,Tonia,Horan,2.1
19302888,Donetta,Ellerey,6.7
19302889,Tatiania,Ammann,5.9
19302890,Modestia,Vastah,2.3
19302891,Shirlee,Westphal,2.1
19302892,Roberta,Wattenberg,8.7
19302893,Marika,Persse,3.6
19302894,Constance,Remmer,2.5
19302895,Aurore,Dyche,9.6
19302896,Verla,Cleavland,4.8
19302897,Janeczka,Ries,8.3
19302898,Meg,Seessel,1.8
19302899,Ana,Eckblad,4.1
19302900,Tatiania,Gilbertson,5.8
19302901,Grier,Grosz,3.9
19302902,Mahalia,Hachmin,6.7
19302903,Vere,Katrine,8.2
19302904,Doralynne,Delila,5.7
19302905,Heddie,Gilbertson,2
19302906,Marline,Fulmer,2
19302907,Ninnetta,Nore,9.1
19302908,Chandra,Thornburg,5.9
19302909,Layla,Natalia,7.2
19302910,Karena,Ade,3.6
19302911,Hallie,Sekofski,1.3
19302912,Perry,Brieta,4.4
19302913,Cassondra,Faust,9.6
19302914,Dorthy,Hutchison,9.1
19302915,Jaclyn,Brenn,7.8
19302916,Gui,Pascia,8.6
19302917,Yolane,Socha,6.7
19302918,Calla,Argus,9.4
19302919,Maud,Korey,6
19302920,Deedee,Odell,9.6
19302921,Karina,Ammann,5.1
19302922,Kary,Anyah,5.1
19302923,Sonni,Tryck,3.1
19302924,Mureil,Mata,2.5
19302925,Nanete,Bollay,9.2
19302926,Gabi,Bord,1.8
19302927,Tina,Dimitris,3.2
19302928,Riannon,Fosque,5.9
19302929,Barbara,Gilbertson,4.1
19302930,Ellette,Naor,8.9
19302931,Tobe,Bollay,9.1
19302932,Orsola,Sacken,3.5
19302933,Ariela,Othilia,8.8
19302934,Emmey,Glovsky,1.7
19302935,Fanny,Warthman,2.1
19302936,Sidoney,Tamar,6.8
19302937,Lesly,Ietta,4.4
19302938,Roz,Norrie,9.7
19302939,Wynne,Roxanna,4.6
19302940,Eugine,Chrystel,6.2
19302941,Leanna,Harl,1.9
19302942,Neila,Infield,3.8
19302943,Dale,Egbert,8.5
19302944,Kristina,Linskey,5.9
19302945,Allyce,Dituri,5.3
19302946,Ezmeralda,O'Carroll,2.2
19302947,Dacia,Poll,2.5
19302948,Ursulina,Love,7
19302949,Lauryn,Allare,6.4
19302950,Theodora,Jena,1.1
19302951,Chickie,Kevon,3.4
19302952,Debee,Caitlin,3.1
19302953,Rhoda,Himelman,5
19302954,Mary,Ietta,9.2
19302955,Elena,Fadiman,8.7
19302956,Jenilee,Oneida,8.8
19302957,Orelia,Delp,9.4
19302958,Brena,Durante,7.2
19302959,Cyndie,Rodmann,3.7
19302960,Lynea,Ilka,3.2
19302961,Daphne,Penelopa,7
19302962,Jorry,Cath,3
19302963,Georgina,Delp,7.6
19302964,Tamqrah,Shaver,6.4
19302965,Fanchon,Millda,8.5
19302966,Cathie,Bobbee,2.4
19302967,Nollie,Wind,9.7
19302968,Christal,Redmond,9.4
19302969,Daryl,Shelba,8
19302970,Christal,Tryck,7.3
19302971,Carmencita,Schroth,9.8
19302972,Myrtice,Nisbet,9.5
19302973,Raf,Anis,5.3
19302974,Liana,Durante,2.2
19302975,Siana,Astra,2.1
19302976,Jobi,Phi,8
19302977,Annice,Ashok,6.3
19302978,Corry,Ade,7.9
19302979,Kary,Eno,2.2
19302980,Lucille,Doig,5.7
19302981,Dorice,Kussell,5.5
19302982,Evita,Ioab,6.4
19302983,Sidoney,Zitvaa,6.1
19302984,Oona,Jacobah,5.3
19302985,Mallory,Zitvaa,9.5
19302986,Margette,Andrel,2.5
19302987,Lucy,Zina,2.1
19302988,Theodora,Oriana,7
19302989,Genevra,Sigfrid,3.7
19302990,Petronia,Redmond,9.9
19302991,Melodie,Norvol,9.4
19302992,Nita,Salchunas,9.5
19302993,Tierney,Fosque,6.3
19302994,Sam,Robertson,6.5
19302995,Lenna,Stevy,7.6
19302996,Shel,Vivle,6
19302997,Sharai,Craggie,4.6
19302998,Mallory,Rosette,5.4
19302999,Estell,Yate,9.7
19303000,Diena,Ummersen,2.4
19303001,Alisha,Dyche,9
19303002,Sheree,Margret,7.6
19303003,Clementine,Croix,5.4
19303004,Doralynne,Camden,6.3
19303005,Fredericka,Carmena,3
19303006,Tera,Amand,9.6
19303007,Kristina,Muriel,9.8
19303008,Calla,Tice,8
19303009,Talya,Elvyn,1.1
19303010,Shaine,Wittie,9.1
19303011,Cassandra,Othilia,9.5
19303012,Briney,Wattenberg,7.4
19303013,Flory,Sasnett,9.5
19303014,Rubie,O'Carroll,7.7
19303015,Kirbee,Naashom,5.6
19303016,Arlina,Ardra,6.8
19303017,Belinda,Toffic,7
19303018,Andeee,Mintz,1.6
19303019,Elka,Irmine,6.7
19303020,Marylou,Jarib,8
19303021,Carolina,Maroney,4.6
19303022,Ofilia,Corilla,4.9
19303023,Chandra,Madelene,2
19303024,Roslyn,Bearnard,3.4
19303025,Rivalee,Dyche,7.5
19303026,Sue,Philipp,9.8
19303027,Calla,Koziara,1.1
19303028,Esmeralda,Morgun,3.2
19303029,Georgina,Janith,1.1
19303030,Glenda,Zitvaa,9.5
19303031,Taffy,Charity,3.6
19303032,Ottilie,Melony,8.6
19303033,Kore,Clara,3.6
19303034,Lynde,Sothena,7.7
19303035,Viki,Drisko,8.6
19303036,Ardenia,Karylin,7.7
19303037,Heida,Yate,7.3
19303038,Eve,Tyson,5.6
19303039,Xylina,Jerald,5
19303040,Lacie,Hortensia,7.1
19303041,Stevana,Modie,1.3
19303042,Rivalee,Destinee,4.8
19303043,Meghann,Casimir,4.9
19303044,Jenda,Leary,1.4
19303045,Lorenza,McAdams,8.1
19303046,Courtnay,Standing,7.5
19303047,Jenda,Sasnett,3.5
19303048,Ernesta,Yam,7.5
19303049,Cyndie,Stoller,2.7
19303050,Aaren,Zitvaa,6
19303051,Roxane,Riva,4.9
19303052,Jerry,Strephon,9.1
19303053,Gloria,Rocray,2.9
19303054,Lelah,Anselmi,3.6
19303055,Estell,Dyche,3.7
19303056,Cherilyn,Slifka,9.6
19303057,Deedee,Kirstin,7
19303058,Merrie,Stilwell,4.9
19303059,Basia,Roarke,9.6
19303060,Tiffie,Hertzfeld,11
19303061,Devina,Linehan,3.4
19303062,Rebeca,Hurley,4.5
19303063,Leia,Lynn,8.2
19303064,Aurore,Margarete,6.3
19303065,Ira,Hebner,2.5
19303066,Georgetta,Douglass,8.7
19303067,Hallie,Rogerio,1.2
19303068,Sue,Laurianne,9.8
19303069,Noelle,Hillel,10
19303070,Jean,Berard,6.2
19303071,Clo,Croix,1.9
19303072,Lynnea,Freddi,9.1
19303073,Roseline,Mallon,4.9
19303074,Heddie,Liebermann,3.2
19303075,Gianina,Clarissa,4.7
19303076,Ninnetta,Campball,3.2
19303077,Calla,Arvo,8.6
19303078,Daryl,Durante,2.4
19303079,Goldie,Heisel,2.7
19303080,Harmonia,Bibi,6.6
19303081,Ileana,Gilmour,2.6
19303082,Fred,Pattin,2.7
19303083,Johna,Fadiman,8.1
19303084,Anestassia,Paine,6.4
19303085,Clary,Giff,1.5
19303086,Margette,Casimir,10
19303087,Beatriz,Raseda,4.2
19303088,Ketti,Erb,3.7
19303089,Myrtice,Tufts,8.5
19303090,Sabina,Garbe,6.1
19303091,Maridel,Frendel,7.6
19303092,Charmaine,Mitzi,6.1
19303093,Orelia,Tjon,3.1
19303094,Fredericka,Sabella,8.4
19303095,Dawn,Janene,6.6
19303096,Mathilda,Raul,4.1
19303097,Lyssa,Ellerey,8.1
19303098,Lory,Maurine,9.2
19303099,Wilma,Santoro,6.5
19303100,Ariela,Leler,9.9
19303101,Sheelagh,Bohlin,7.5
19303102,Glynnis,Agle,7.7
19303103,Gwenneth,Camden,5.4
19303104,Codie,Tound,8.5
19303105,Elvira,Anderea,2.2
19303106,Helena,Avi,2.2
19303107,Consuela,Orlene,6.6
19303108,Shauna,Hanshaw,4.3
19303109,Vevay,Lynn,6.3
19303110,Thalia,Hailee,8.8
19303111,Bernie,Bevin,2.5
19303112,Hyacinthe,Cleavland,3.3
19303113,Elise,Honoria,9.2
19303114,Rhea,Baptlsta,9.5
19303115,Regina,Othilia,6.2
19303116,Tera,Parsaye,7.4
19303117,Tonia,Egbert,4.3
19303118,Edyth,Daniele,4.8
19303119,Desirae,Phyllis,10
19303120,Nananne,Laurianne,3.5
19303121,Lyssa,Fink,4.6
19303122,Brietta,Merell,8.4
19303123,Janis,Lamoree,3.8
19303124,Kalina,Noelyn,2.5
19303125,Laurene,Buffum,7.5
19303126,Keelia,Salvidor,2.7
19303127,Tabbatha,Katrine,3.5
19303128,Gwyneth,Bergman,2.2
19303129,Anallese,Raffo,5.1
19303130,Belinda,Elephus,1.3
19303131,Kerrin,Azeria,9.9
19303132,Myriam,Behre,9.7
19303133,Misha,Fosque,7.9
19303134,Cindelyn,Mitzi,9
19303135,Kara-Lynn,Lasley,7.6
19303136,Amelia,Marsden,7.2
19303137,Merrie,Astra,4.5
19303138,Paule,Hepsibah,5.6
19303139,Mariele,Faso,3.5
19303140,Luci,Campball,6.8
19303141,Gusty,Marsden,4.6
19303142,Gusty,Wilona,4.9
19303143,Tami,Chauncey,4.2
19303144,Betta,Wiener,5
19303145,Monika,Junie,1.7
19303146,Angela,Laverne,3.5
19303147,Addia,Seessel,8.6
19303148,Allyce,Neva,9.8
19303149,Rebeca,Toffic,2
19303150,Dolli,Maiah,7.4
19303151,Sheree,Sparhawk,1.2
19303152,Charissa,Dash,2.2
19303153,Marline,Ball,1.5
19303154,Ekaterina,Mintz,6.8
19303155,Angela,Larochelle,1.5
19303156,Nariko,Berl,8.1
19303157,Yetty,Felecia,5.8
19303158,Dorthy,Sherrie,9.6
19303159,Molli,Marisa,3.9
19303160,Demetris,Pandolfi,3.3
19303161,Emmey,Santoro,8.7
19303162,Helsa,Wiener,2.2
19303163,Mellicent,Giule,6.9
19303164,Annora,Joni,4.4
19303165,Janenna,Morehouse,2.4
19303166,Brena,Azeria,9.8
19303167,Millie,Secrest,5.5
19303168,Rosene,Hartnett,9.6
19303169,Cristabel,Naor,6.9
19303170,Katleen,Wallis,3.4
19303171,Jan,Masao,1.2
19303172,Janeczka,Raseda,3
19303173,Sallie,Yate,4
19303174,Brana,Esmaria,9.1
19303175,Jean,Iaverne,4.2
19303176,Roseline,Stoller,1.2
19303177,Wynne,Saunderson,5.1
19303178,Kittie,Liva,9.9
19303179,Sadie,Shama,1.7
19303180,Jinny,Orlene,9.2
19303181,Pearline,Lumbard,4.7
19303182,Katleen,Swanhildas,1.4
19303183,Lexine,Bury,2.4
19303184,Kalina,Khorma,2.9
19303185,Marleah,Goldina,4.4
19303186,Anallese,Lory,3.8
19303187,Demetris,Catie,6
19303188,Elena,Telfer,7.3
19303189,Selma,Phyllis,3.4
19303190,Tatiania,Shelba,1.9
19303191,Perry,Rudolph,1.9
19303192,Lynea,Hamil,3.8
19303193,Frances,Florina,9.2
19303194,Brianna,Ackerley,7.3
19303195,Fina,Swigart,8.5
19303196,Gratia,Burkle,6.3
19303197,Nataline,Wolfgram,4.6
19303198,Heida,Pierette,6.4
19303199,Ardys,Georgy,3
19303200,Binny,McCutcheon,8.6
19303201,Joleen,Japeth,3.7
19303202,Candy,Reneta,5.1
19303203,Jordan,Standing,8.3
19303204,Jany,Markman,7.1
19303205,Cyndie,Llovera,8.7
19303206,Alie,Sharl,2
19303207,Frank,Kevon,2
19303208,Rochette,Forrer,7.8
19303209,Gabriellia,Zenas,7.1
19303210,Alexine,Hertzfeld,8.5
19303211,Bee,Nunci,6.8
19303212,Tarra,Bach,4.4
19303213,Di,Goerke,8.2
19303214,Nikki,Odell,1.7
19303215,Consuela,Kimmie,9.2
19303216,Moyna,Newell,9.9
19303217,Brena,Roxanna,5.7
19303218,Fanny,Rillings,2.8
19303219,Doro,Schonfeld,8.2
19303220,Dianemarie,Si,7.4
19303221,Kate,Ricki,5.8
19303222,Dione,Martguerita,3.6
19303223,Jenda,Wolfgram,3.2
19303224,Brianna,Llovera,10
19303225,Peri,Baptlsta,1.2
19303226,Roz,Craggie,6.5
19303227,Marleah,Faria,9.6
19303228,Xylina,Mata,6.6
19303229,Marguerite,Gaal,4.2
19303230,Leontine,Burkle,9.7
19303231,Iseabal,Read,9.7
19303232,Romona,Raychel,4.6
19303233,Patricia,Travax,1.6
19303234,Pierette,Dominy,7.7
19303235,Basia,Marisa,8.5
19303236,Susan,Kunin,7.5
19303237,Chandra,Honoria,9.6
19303238,Stevana,Reidar,2.6
19303239,Barbi,Lynn,8.8
19303240,Sherrie,Vorster,7.6
19303241,Leanna,Cohdwell,4.1
19303242,Maye,Greenwald,1.3
